contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_001,CDS,542203,543208,+,1005,PROKKA_00522,gpr,L-glyceraldehyde 3-phosphate reductase,BS:PROKKA_00522,1.1.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q46851,542203,543208
S1A_contig_001,CDS,543271,545800,-,2529,PROKKA_00523,uvrA_1,UvrABC system protein A,BS:PROKKA_00523,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9WYV0,543271,545800
S1A_contig_001,CDS,546012,546429,-,417,PROKKA_00524,,MarR family protein,BS:PROKKA_00524,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12802.1,546012,546429
S1A_contig_001,CDS,546556,547231,+,675,PROKKA_00525,,putative hydrolase,BS:PROKKA_00525,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10119,546556,547231
S1A_contig_001,tRNA,547395,547468,+,73,PROKKA_00526,,tRNA-Thr,,,,COORDINATES: profile:Aragorn:1.2,547395,547468
S1A_contig_001,CDS,547754,548399,+,645,PROKKA_00527,,CAAX amino terminal protease self- immunity,BS:PROKKA_00527,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02517.10,547754,548399
S1A_contig_001,CDS,548834,549806,+,972,PROKKA_00528,,potassium-tellurite ethidium and proflavin transporter,BS:PROKKA_00528,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10764,548834,549806
S1A_contig_001,CDS,549830,550664,-,834,PROKKA_00529,cysL,HTH-type transcriptional regulator CysL,BS:PROKKA_00529,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39647,549830,550664
S1A_contig_001,CDS,550798,553087,-,2289,PROKKA_00530,helD_1,Helicase IV,BS:PROKKA_00530,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32215,550798,553087
S1A_contig_001,CDS,553244,553484,+,240,PROKKA_00531,,hypothetical protein,BS:PROKKA_00531,,,ab initio prediction:Prodigal:2.6,553244,553484
S1A_contig_001,CDS,553744,555277,+,1533,PROKKA_00532,opuBB,Choline transport system permease protein OpuBB,BS:PROKKA_00532,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45461,553744,555277
S1A_contig_001,CDS,555276,556236,+,960,PROKKA_00533,opuCA_2,Carnitine transport ATP-binding protein OpuCA,BS:PROKKA_00533,3.6.3.32,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9KHT9,555276,556236
S1A_contig_001,CDS,556241,557567,+,1326,PROKKA_00534,garB_1,Glutathione amide reductase,BS:PROKKA_00534,1.8.1.16,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:D0VWY5,556241,557567
S1A_contig_001,CDS,557986,559003,+,1017,PROKKA_00535,trpS2,Tryptophan--tRNA ligase 2,BS:PROKKA_00535,6.1.1.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9RVD6,557986,559003
S1A_contig_001,CDS,559188,559797,+,609,PROKKA_00536,,LemA family protein,BS:PROKKA_00536,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04011.6,559188,559797
S1A_contig_001,CDS,559805,560666,+,861,PROKKA_00537,,hypothetical protein,BS:PROKKA_00537,,,ab initio prediction:Prodigal:2.6,559805,560666
S1A_contig_001,CDS,560880,562236,+,1356,PROKKA_00538,mepA,Multidrug export protein MepA,BS:PROKKA_00538,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A7N0,560880,562236
S1A_contig_001,CDS,562549,563050,-,501,PROKKA_00539,ywnH,Putative phosphinothricin acetyltransferase YwnH,BS:PROKKA_00539,2.3.1.183,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71043,562549,563050
S1A_contig_001,CDS,563072,563897,-,825,PROKKA_00540,,hypothetical protein,BS:PROKKA_00540,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK08317,563072,563897
S1A_contig_001,CDS,564063,564996,-,933,PROKKA_00541,ydhF_1,Oxidoreductase YdhF,BS:PROKKA_00541,1.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P76187,564063,564996
S1A_contig_001,CDS,565382,566912,+,1530,PROKKA_00542,ppx_1,Exopolyphosphatase,BS:PROKKA_00542,3.6.1.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AFL6,565382,566912
S1A_contig_001,CDS,566908,569071,+,2163,PROKKA_00543,ppk,Polyphosphate kinase,BS:PROKKA_00543,2.7.4.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A7B1,566908,569071
S1A_contig_001,CDS,569067,570009,+,942,PROKKA_00544,ppx_2,Exopolyphosphatase,BS:PROKKA_00544,3.6.1.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AFL6,569067,570009
S1A_contig_001,CDS,570175,571210,+,1035,PROKKA_00545,,hypothetical protein,BS:PROKKA_00545,,,ab initio prediction:Prodigal:2.6,570175,571210
S1A_contig_001,CDS,571244,571523,+,279,PROKKA_00546,,hypothetical protein,BS:PROKKA_00546,,,ab initio prediction:Prodigal:2.6,571244,571523
S1A_contig_001,CDS,571598,572108,-,510,PROKKA_00547,,putative kinase inhibitor protein,BS:PROKKA_00547,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10257,571598,572108
S1A_contig_001,CDS,572172,572295,-,123,PROKKA_00548,,hypothetical protein,BS:PROKKA_00548,,,ab initio prediction:Prodigal:2.6,572172,572295
S1A_contig_001,CDS,572359,573286,+,927,PROKKA_00549,,hypothetical protein,BS:PROKKA_00549,,,ab initio prediction:Prodigal:2.6,572359,573286
S1A_contig_001,CDS,573282,573429,-,147,PROKKA_00550,,hypothetical protein,BS:PROKKA_00550,,,ab initio prediction:Prodigal:2.6,573282,573429
S1A_contig_001,CDS,573712,574405,+,693,PROKKA_00551,cobB,NAD-dependent protein deacetylase,BS:PROKKA_00551,3.5.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9WYW0,573712,574405
S1A_contig_001,CDS,574496,575105,+,609,PROKKA_00552,,hypothetical protein,BS:PROKKA_00552,,,ab initio prediction:Prodigal:2.6,574496,575105
S1A_contig_001,CDS,575132,576038,+,906,PROKKA_00553,,L-2-hydroxyisocaproate dehydrogenase,BS:PROKKA_00553,1.1.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P14295,575132,576038
S1A_contig_001,CDS,576183,576663,+,480,PROKKA_00554,,NUDIX domain protein,BS:PROKKA_00554,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00293.1,576183,576663
S1A_contig_001,CDS,576655,577468,+,813,PROKKA_00555,,hypothetical protein,BS:PROKKA_00555,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10302,576655,577468
S1A_contig_001,CDS,577676,578555,+,879,PROKKA_00556,pepIP,Proline iminopeptidase,BS:PROKKA_00556,3.4.11.5,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46544,577676,578555
S1A_contig_001,CDS,578633,580616,+,1983,PROKKA_00557,metG,Methionine--tRNA ligase,BS:PROKKA_00557,6.1.1.10,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P67579,578633,580616
S1A_contig_001,CDS,580733,582650,-,1917,PROKKA_00558,msbA_2,Lipid A export ATP-binding/permease protein MsbA,BS:PROKKA_00558,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P63359,580733,582650
S1A_contig_001,CDS,582636,584463,-,1827,PROKKA_00559,,Putative multidrug export ATP-binding/permease protein,BS:PROKKA_00559,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q99T13,582636,584463
S1A_contig_001,CDS,584516,585428,-,912,PROKKA_00560,,sensory histidine kinase DcuS,BS:PROKKA_00560,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK11086,584516,585428
S1A_contig_001,CDS,585414,586119,-,705,PROKKA_00561,ypdB,Transcriptional regulatory protein YpdB,BS:PROKKA_00561,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AE39,585414,586119
S1A_contig_001,CDS,586286,587168,-,882,PROKKA_00562,,Aldose 1-epimerase,BS:PROKKA_00562,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01263.1,586286,587168
S1A_contig_001,CDS,587359,588358,-,999,PROKKA_00563,lacD_1,"Tagatose 1,6-diphosphate aldolase",BS:PROKKA_00563,4.1.2.40,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P26593,587359,588358
S1A_contig_001,CDS,588576,589059,+,483,PROKKA_00564,,PTS system galactitol-specific transporter subunit IIA,BS:PROKKA_00564,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09665,588576,589059
S1A_contig_001,CDS,589076,589856,+,780,PROKKA_00565,ycfH,putative deoxyribonuclease YcfH,BS:PROKKA_00565,3.1.21.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AFQ7,589076,589856
S1A_contig_001,CDS,589852,590422,+,570,PROKKA_00566,rnmV,Ribonuclease M5,BS:PROKKA_00566,3.1.26.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37547,589852,590422
S1A_contig_001,CDS,590408,591305,+,897,PROKKA_00567,rsmA,Ribosomal RNA small subunit methyltransferase A,BS:PROKKA_00567,2.1.1.182,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66662,590408,591305
S1A_contig_001,CDS,591422,591674,+,252,PROKKA_00568,,hypothetical protein,BS:PROKKA_00568,,,ab initio prediction:Prodigal:2.6,591422,591674
S1A_contig_001,CDS,591857,592808,+,951,PROKKA_00569,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,BS:PROKKA_00569,2.7.1.148,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P65178,591857,592808
S1A_contig_001,CDS,592862,593741,+,879,PROKKA_00570,czcD,Cobalt-zinc-cadmium resistance protein CzcD,BS:PROKKA_00570,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P13512,592862,593741
S1A_contig_001,CDS,593830,594592,-,762,PROKKA_00571,,hypothetical protein,BS:PROKKA_00571,,,ab initio prediction:Prodigal:2.6,593830,594592
S1A_contig_001,CDS,594584,595235,-,651,PROKKA_00572,ybbL,putative ABC transporter ATP-binding protein YbbL,BS:PROKKA_00572,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P77279,594584,595235
S1A_contig_001,CDS,595468,596317,+,849,PROKKA_00573,purR,Pur operon repressor,BS:PROKKA_00573,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37551,595468,596317
S1A_contig_001,CDS,596313,597507,+,1194,PROKKA_00574,,VanZ like family protein,BS:PROKKA_00574,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04892.6,596313,597507
S1A_contig_001,CDS,597646,599035,+,1389,PROKKA_00575,glmU,Bifunctional protein GlmU,BS:PROKKA_00575,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8DQ18,597646,599035
S1A_contig_001,CDS,599132,600107,+,975,PROKKA_00576,prs_2,Ribose-phosphate pyrophosphokinase,BS:PROKKA_00576,2.7.6.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P14193,599132,600107
S1A_contig_001,CDS,600402,600741,+,339,PROKKA_00577,,ASCH domain protein,BS:PROKKA_00577,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04266.8,600402,600741
S1A_contig_001,CDS,600903,601404,-,501,PROKKA_00578,,hypothetical protein,BS:PROKKA_00578,,,ab initio prediction:Prodigal:2.6,600903,601404
S1A_contig_001,CDS,601585,601957,-,372,PROKKA_00579,mscL,Large-conductance mechanosensitive channel,BS:PROKKA_00579,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A742,601585,601957
S1A_contig_001,CDS,602019,603078,-,1059,PROKKA_00580,,hypothetical protein,BS:PROKKA_00580,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10494,602019,603078
S1A_contig_001,CDS,603149,603602,+,453,PROKKA_00581,,nucleoside triphosphate pyrophosphohydrolase,BS:PROKKA_00581,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10776,603149,603602
S1A_contig_001,CDS,603610,604963,-,1353,PROKKA_00582,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,BS:PROKKA_00582,,,ab initio prediction:Prodigal:2.6;protein motif:HAMAP:MF_01212,603610,604963
S1A_contig_001,CDS,604952,605801,-,849,PROKKA_00583,lipL,Octanoyl-[GcvH]:protein N-octanoyltransferase,BS:PROKKA_00583,2.3.1.204,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9K6A7,604952,605801
S1A_contig_001,CDS,605981,606428,+,447,PROKKA_00584,,hypothetical protein,BS:PROKKA_00584,,,ab initio prediction:Prodigal:2.6,605981,606428
S1A_contig_001,CDS,606471,607152,+,681,PROKKA_00585,rpoE,putative DNA-directed RNA polymerase subunit delta,BS:PROKKA_00585,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XA09,606471,607152
S1A_contig_001,CDS,607569,608451,+,882,PROKKA_00586,,hypothetical protein,BS:PROKKA_00586,,,ab initio prediction:Prodigal:2.6,607569,608451
S1A_contig_001,CDS,608690,610295,+,1605,PROKKA_00587,pyrG,CTP synthase,BS:PROKKA_00587,6.3.4.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99072,608690,610295
S1A_contig_001,CDS,610807,612067,+,1260,PROKKA_00588,murAB,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2,BS:PROKKA_00588,2.5.1.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P19670,610807,612067
S1A_contig_001,CDS,612162,612414,+,252,PROKKA_00589,rpmE2,50S ribosomal protein L31 type B,BS:PROKKA_00589,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q88Z52,612162,612414
S1A_contig_001,CDS,612795,613224,-,429,PROKKA_00590,,hypothetical protein,BS:PROKKA_00590,,,ab initio prediction:Prodigal:2.6,612795,613224
S1A_contig_001,CDS,613323,614001,+,678,PROKKA_00591,,hypothetical protein,BS:PROKKA_00591,,,ab initio prediction:Prodigal:2.6,613323,614001
S1A_contig_001,CDS,613997,614642,-,645,PROKKA_00592,,hypothetical protein,BS:PROKKA_00592,,,ab initio prediction:Prodigal:2.6,613997,614642
S1A_contig_001,CDS,614900,615665,+,765,PROKKA_00593,,hypothetical protein,BS:PROKKA_00593,,,ab initio prediction:Prodigal:2.6,614900,615665
S1A_contig_001,CDS,615725,617114,+,1389,PROKKA_00594,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,BS:PROKKA_00594,6.3.2.10,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P11880,615725,617114
S1A_contig_001,CDS,617413,618922,+,1509,PROKKA_00595,cshA_1,DEAD-box ATP-dependent RNA helicase CshA,BS:PROKKA_00595,3.6.4.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96614,617413,618922
S1A_contig_001,CDS,619091,619466,+,375,PROKKA_00596,acpS,Holo-[acyl-carrier-protein] synthase,BS:PROKKA_00596,2.7.8.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A2W7,619091,619466
S1A_contig_001,CDS,619452,620589,+,1137,PROKKA_00597,alr,Alanine racemase,BS:PROKKA_00597,5.1.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P10724,619452,620589
S1A_contig_001,CDS,620656,620905,+,249,PROKKA_00598,,hypothetical protein,BS:PROKKA_00598,,,ab initio prediction:Prodigal:2.6,620656,620905
S1A_contig_001,CDS,620924,621308,+,384,PROKKA_00599,ndoA,mRNA interferase EndoA,BS:PROKKA_00599,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96622,620924,621308
S1A_contig_001,CDS,621491,622013,+,522,PROKKA_00600,queT_1,Queuosine precursor transporter QueT,BS:PROKKA_00600,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A2RM05,621491,622013
S1A_contig_001,CDS,622286,626744,+,4458,PROKKA_00601,gltA,Glutamate synthase [NADPH] large chain,BS:PROKKA_00601,1.4.1.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39812,622286,626744
S1A_contig_001,CDS,626879,628313,+,1434,PROKKA_00602,gltB,Glutamate synthase [NADPH] small chain,BS:PROKKA_00602,1.4.1.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34399,626879,628313
S1A_contig_001,CDS,628441,629146,-,705,PROKKA_00603,yciB,"Putative L,D-transpeptidase YciB precursor",BS:PROKKA_00603,2.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:C0SP99,628441,629146
S1A_contig_001,CDS,629421,630087,-,666,PROKKA_00604,,CBS domain protein,BS:PROKKA_00604,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00571.22,629421,630087
S1A_contig_001,CDS,630588,631959,-,1371,PROKKA_00605,,hypothetical protein,BS:PROKKA_00605,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK06132,630588,631959
S1A_contig_001,CDS,632364,633345,-,981,PROKKA_00606,ldh_1,L-lactate dehydrogenase,BS:PROKKA_00606,1.1.1.27,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00343,632364,633345
S1A_contig_001,CDS,634018,634576,+,558,PROKKA_00607,pth,Peptidyl-tRNA hydrolase,BS:PROKKA_00607,3.1.1.29,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q6YP15,634018,634576
S1A_contig_001,CDS,634648,638173,+,3525,PROKKA_00608,mfd_1,Transcription-repair-coupling factor,BS:PROKKA_00608,3.6.4.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A7B2,634648,638173
S1A_contig_001,CDS,638293,639871,+,1578,PROKKA_00609,ytgP_1,putative cell division protein YtgP,BS:PROKKA_00609,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34674,638293,639871
S1A_contig_001,CDS,639874,640138,+,264,PROKKA_00610,,ribosome-associated heat shock protein Hsp15,BS:PROKKA_00610,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10348,639874,640138
S1A_contig_001,CDS,640207,640639,+,432,PROKKA_00611,ftsL_1,Cell division protein FtsL,BS:PROKKA_00611,,,ab initio prediction:Prodigal:2.6;protein motif:HAMAP:MF_00910,640207,640639
S1A_contig_001,CDS,640994,641480,+,486,PROKKA_00612,yugI_1,General stress protein 13,BS:PROKKA_00612,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P80870,640994,641480
S1A_contig_001,CDS,641557,642868,+,1311,PROKKA_00613,tilS,tRNA(Ile)-lysidine synthase,BS:PROKKA_00613,6.3.4.19,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37563,641557,642868
S1A_contig_001,CDS,642864,643410,+,546,PROKKA_00614,hpt,Hypoxanthine-guanine phosphoribosyltransferase,BS:PROKKA_00614,2.4.2.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99085,642864,643410
S1A_contig_001,CDS,643471,645619,+,2148,PROKKA_00615,ftsH,ATP-dependent zinc metalloprotease FtsH,BS:PROKKA_00615,3.4.24.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q88Z31,643471,645619
S1A_contig_001,CDS,646026,646926,+,900,PROKKA_00616,,hypothetical protein,BS:PROKKA_00616,,,ab initio prediction:Prodigal:2.6,646026,646926
S1A_contig_001,CDS,647182,648067,+,885,PROKKA_00617,hslO,33 kDa chaperonin,BS:PROKKA_00617,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99082,647182,648067
S1A_contig_001,CDS,648129,649131,+,1002,PROKKA_00618,dusC,tRNA-dihydrouridine synthase C,BS:PROKKA_00618,1.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P33371,648129,649131
S1A_contig_001,CDS,649267,650767,+,1500,PROKKA_00619,lysS,Lysine--tRNA ligase,BS:PROKKA_00619,6.1.1.6,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q97RS9,649267,650767
S1A_contig_002,CDS,660,1134,-,474,PROKKA_00620,luxS,S-ribosylhomocysteine lyase,BS:PROKKA_00620,4.4.1.21,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9RRU8,651771,652245
S1A_contig_002,CDS,1259,2393,-,1134,PROKKA_00621,,hypothetical protein,BS:PROKKA_00621,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK06233,652370,653504
S1A_contig_002,CDS,2884,3346,+,462,PROKKA_00622,,hypothetical protein,BS:PROKKA_00622,,,ab initio prediction:Prodigal:2.6,653995,654457
S1A_contig_002,CDS,3355,4009,+,654,PROKKA_00623,,hypothetical protein,BS:PROKKA_00623,,,ab initio prediction:Prodigal:2.6,654466,655120
S1A_contig_002,CDS,4018,4864,-,846,PROKKA_00624,,hypothetical protein,BS:PROKKA_00624,,,ab initio prediction:Prodigal:2.6,655129,655975
S1A_contig_002,CDS,4860,5838,-,978,PROKKA_00625,,hypothetical protein,BS:PROKKA_00625,,,ab initio prediction:Prodigal:2.6,655971,656949
S1A_contig_002,CDS,6026,6851,+,825,PROKKA_00626,dkgB,"2,5-diketo-D-gluconic acid reductase B",BS:PROKKA_00626,1.1.1.274,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P15339,657137,657962
S1A_contig_002,CDS,6994,7468,+,474,PROKKA_00627,,Putative NrdI-like protein,BS:PROKKA_00627,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q97T03,658105,658579
S1A_contig_002,CDS,7477,8410,-,933,PROKKA_00628,,Alpha/beta hydrolase family protein,BS:PROKKA_00628,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12695.1,658588,659521
S1A_contig_002,CDS,8531,8990,+,459,PROKKA_00629,,putative HTH-type transcriptional regulator,BS:PROKKA_00629,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q6GEG9,659642,660101
S1A_contig_002,CDS,9077,9746,-,669,PROKKA_00630,,5'-nucleotidase,BS:PROKKA_00630,3.1.3.5,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9I767,660188,660857
S1A_contig_002,CDS,9863,11018,-,1155,PROKKA_00631,nhaS3,High-affinity Na(+)/H(+) antiporter NhaS3,BS:PROKKA_00631,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q55190,660974,662129
S1A_contig_002,CDS,11047,11569,-,522,PROKKA_00632,,hypothetical protein,BS:PROKKA_00632,,,ab initio prediction:Prodigal:2.6,662158,662680
